Wall time,Step,Value
1487113146.9405637,309,0.8199166059494019
1487113147.4499202,310,0.8238624334335327
1487113148.5070634,312,0.8156098127365112
1487113150.058216,315,0.8088764548301697
1487113152.1798217,319,0.8180569410324097
1487113152.7687309,320,0.8190637230873108
1487113153.4166334,321,0.8152823448181152
1487113154.071147,322,0.8134416341781616
1487113155.367875,324,0.8177940249443054
1487113156.0355344,325,0.8219521045684814
1487113156.638021,326,0.8225693702697754
1487113157.2586176,327,0.8278124332427979
1487113157.8580184,328,0.816906213760376
1487113158.3655229,329,0.8227155804634094
1487113159.949205,332,0.8137909173965454
1487113160.465414,333,0.8089743256568909
1487113161.5089352,335,0.8096442222595215
1487113162.555826,337,0.8053430914878845
1487113163.5775995,339,0.8170154094696045
1487113164.6283128,341,0.8267824649810791
1487113165.6830099,343,0.8250063061714172
1487113166.216295,344,0.8331306576728821
1487113166.7289412,345,0.8248175978660583
1487113167.2668922,346,0.8188983201980591
1487113167.7878494,347,0.8260709643363953
1487113168.3026876,348,0.8215888738632202
1487113168.8138978,349,0.8238049745559692
1487113169.3229487,350,0.8242369890213013
1487113169.8255122,351,0.8168132901191711
1487113170.8707678,353,0.8202125430107117
1487113171.9129426,355,0.8271846771240234
1487113172.4334006,356,0.8225911855697632
1487113173.4724624,358,0.8187988996505737
1487113174.5021632,360,0.8146333694458008
1487113175.012319,361,0.8206700086593628
1487113175.5415516,362,0.8167279958724976
1487113176.0582435,363,0.8100551962852478
1487113176.5780668,364,0.8024871945381165
1487113177.0873923,365,0.7988009452819824
1487113177.614109,366,0.8032958507537842
1487113178.1460123,367,0.7979662418365479
1487113178.654478,368,0.8009821176528931
1487113179.1714153,369,0.8052589297294617
1487113180.7035408,370,0.8091080188751221
1487113181.780619,372,0.814127504825592
1487113182.3047347,373,0.8170897364616394
1487113183.1991563,375,0.8108571171760559
1487113184.2240891,377,0.7994625568389893
1487113184.7447338,378,0.8038913011550903
1487113185.245642,379,0.8016271591186523
1487113185.7563617,380,0.8058394193649292
1487113186.2756588,381,0.8065055012702942
1487113187.3393085,383,0.8093632459640503
1487113187.8685699,384,0.8143644332885742
1487113188.8974388,386,0.8229164481163025
1487113189.4223666,387,0.8203123211860657
1487113189.9487364,388,0.8148435950279236
1487113190.4703243,389,0.8130467534065247
1487113190.9943914,390,0.8114295601844788
1487113191.993066,392,0.8080391883850098
1487113192.5365124,393,0.8131727576255798
1487113192.984387,394,0.8099804520606995
1487113193.4970248,395,0.8039823770523071
1487113195.9548142,400,0.8198442459106445
1487113196.420308,401,0.815984845161438
1487113197.401354,403,0.8221977353096008
1487113197.9441347,404,0.8165404796600342
1487113198.4382596,405,0.8161364197731018
1487113199.4431999,407,0.8204454779624939
1487113199.8802826,408,0.82121342420578
1487113200.8277,410,0.833151638507843
1487113201.831404,412,0.825165331363678
1487113204.3140616,417,0.8163036108016968
1487113204.8070586,418,0.7799857258796692
1487113206.2698295,421,0.7974221110343933
1487113206.7670805,422,0.8004924058914185
1487113207.2746928,423,0.8032556772232056
1487113207.768374,424,0.8041800856590271
1487113208.2196054,425,0.8096995949745178
1487113208.7493443,426,0.8177921175956726
1487113209.7011714,428,0.8164740800857544
1487113210.7228837,430,0.8218127489089966
1487113211.7209585,432,0.8155120611190796
1487113212.703801,434,0.8196272850036621
1487113214.1125436,437,0.8232738971710205
1487113214.5694473,438,0.8190715312957764
1487113216.1030564,441,0.8151344060897827
1487113216.6048384,442,0.8164334893226624
1487113217.1072457,443,0.8191651701927185
1487113218.6094303,444,0.8169361352920532
1487113219.6716568,446,0.822812020778656
1487113220.198687,447,0.8233433365821838
1487113221.6440082,450,0.8225958943367004
1487113222.1060975,451,0.8211055397987366
1487113223.1217427,453,0.8211892247200012
1487113224.5892346,456,0.8175844550132751
1487113225.1028488,457,0.8170760273933411
1487113226.081805,459,0.8132377862930298
1487113226.5652094,460,0.8162890076637268
1487113227.0117965,461,0.8112226128578186
1487113227.5137804,462,0.8191628456115723
1487113228.0530236,463,0.818496584892273
1487113229.0197372,465,0.8251697421073914
1487113229.5251672,466,0.8192152380943298
1487113229.9818714,467,0.8201062083244324
1487113230.5043697,468,0.8193455934524536
1487113230.9755375,469,0.8124110102653503
1487113231.508514,470,0.8124198913574219
1487113232.0072749,471,0.8218029141426086
1487113232.9601865,473,0.8273791670799255
1487113233.9310124,475,0.8204895853996277
1487113234.4321792,476,0.8212531208992004
1487113235.920791,479,0.8289123177528381
1487113236.432797,480,0.8241460919380188
1487113238.471087,484,0.8306847810745239
1487113239.9018202,487,0.8329442143440247
1487113240.4399276,488,0.8340247869491577
1487113241.4821923,490,0.8246225714683533
1487113242.0020707,491,0.8296602964401245
1487113242.998248,493,0.8246811032295227
1487113243.4819386,494,0.8203380107879639
1487113243.9676728,495,0.8242416977882385
1487113245.4536743,498,0.8319190740585327
1487113245.9581156,499,0.8393521904945374
1487113246.9092703,501,0.8355002403259277
1487113248.8743393,505,0.8393498659133911
1487113250.2972407,508,0.8342141509056091
1487113250.8093333,509,0.8382927179336548
1487113251.2948577,510,0.8388384580612183
1487113251.759101,511,0.8408921360969543
1487113252.2460637,512,0.8411779403686523
1487113252.706045,513,0.8320601582527161
1487113253.2076688,514,0.833229124546051
1487113254.167078,516,0.8339780569076538
1487113254.6669338,517,0.8349552750587463
1487113256.2593887,518,0.8327097296714783
1487113256.765753,519,0.8306887745857239
1487113257.2676964,520,0.8257448673248291
1487113257.7550817,521,0.8181703686714172
1487113258.2487986,522,0.8207283616065979
1487113259.5819173,525,0.7961151003837585
1487113260.0843415,526,0.7780420780181885
1487113260.557276,527,0.7861753702163696
1487113263.5210161,533,0.8145135045051575
1487113264.551298,535,0.8103809356689453
1487113265.0644422,536,0.8137178421020508
1487113265.5762784,537,0.8214085698127747
1487113266.1102188,538,0.8267677426338196
1487113266.6271446,539,0.8222159743309021
1487113267.1468894,540,0.8196818828582764
1487113267.674799,541,0.8220887184143066
1487113268.1986265,542,0.8195673227310181
1487113268.7331161,543,0.8235480785369873
1487113269.2524097,544,0.8224432468414307
1487113269.781211,545,0.8230113983154297
1487113270.3108854,546,0.8188352584838867
1487113270.837068,547,0.821326732635498
1487113271.3639016,548,0.8235690593719482
1487113271.882937,549,0.8177746534347534
1487113272.419042,550,0.8203721642494202
1487113272.9371362,551,0.8273974657058716
1487113273.9408514,553,0.8306607007980347
1487113274.4524007,554,0.8382196426391602
1487113274.962598,555,0.8387726545333862
1487113276.0028217,557,0.8394058346748352
1487113277.0045927,559,0.8444499969482422
1487113278.050992,561,0.845566987991333
1487113278.575063,562,0.8469477891921997
1487113280.0649953,565,0.8477687239646912
1487113280.5526588,566,0.8520543575286865
1487113281.065244,567,0.8449739217758179
1487113282.0939753,569,0.8153663873672485
1487113282.6211767,570,0.8182047605514526
1487113283.1492298,571,0.8238843083381653
1487113284.234647,573,0.8359400629997253
1487113285.3079545,575,0.840236485004425
1487113285.844633,576,0.8421503305435181
1487113286.9123473,578,0.849641740322113
1487113287.3733392,579,0.8396775722503662
1487113287.8486693,580,0.8338348269462585
1487113288.366493,581,0.8285763263702393
1487113288.893191,582,0.8332186937332153
1487113289.3963587,583,0.8311468362808228
1487113289.911985,584,0.8370946645736694
1487113290.4266627,585,0.8283851742744446
1487113290.952733,586,0.8267966508865356
1487113291.9241521,588,0.8317365646362305
1487113292.4282033,589,0.8251253962516785
1487113292.9440835,590,0.8285503387451172
1487113295.498447,593,0.8318413496017456
1487113295.9875035,594,0.8330321907997131
1487113296.4824805,595,0.8341040015220642
1487113297.6030545,597,0.83749920129776
1487113298.125539,598,0.8318742513656616
1487113298.5595825,599,0.8268118500709534
1487113298.9862068,600,0.8287460803985596
1487113299.9332168,602,0.8349381685256958
1487113300.880082,604,0.8394249677658081
1487113301.389067,605,0.8382949829101562
1487113301.8398743,606,0.8404029607772827
1487113302.838533,608,0.8394763469696045
1487113303.7625153,610,0.8462258577346802
1487113304.7072625,612,0.8407554626464844
1487113305.1926503,613,0.8394924402236938
1487113305.711046,614,0.8430432081222534
1487113307.2218666,617,0.8475940823554993
1487113309.1563022,621,0.8519955277442932
1487113309.6254487,622,0.8511709570884705
1487113310.0845253,623,0.8473038673400879
1487113310.5558152,624,0.846948504447937
1487113311.0405512,625,0.8528786301612854
1487113311.9601333,627,0.8509879112243652
1487113312.4357524,628,0.8549516201019287
1487113313.8158996,631,0.8538222908973694
1487113314.302116,632,0.8528150320053101
1487113315.2674837,634,0.8401551246643066
1487113316.2270012,636,0.8500569462776184
1487113316.7464757,637,0.8509887456893921
1487113318.237012,640,0.8451207876205444
1487113319.2651064,642,0.8467352986335754
1487113319.717124,643,0.8495617508888245
1487113320.2090528,644,0.8521055579185486
1487113321.1688643,646,0.8486430048942566
1487113321.6251628,647,0.8481537103652954
1487113322.131259,648,0.8524008393287659
1487113322.6404262,649,0.8515357375144958
1487113323.0988622,650,0.8476321697235107
1487113323.5945952,651,0.8441189527511597
1487113324.0425048,652,0.8440820574760437
1487113324.508897,653,0.8393613696098328
1487113325.0474303,654,0.839800238609314
1487113327.011595,658,0.8401851058006287
1487113327.5065072,659,0.8421040773391724
1487113328.4630733,661,0.8524168133735657
1487113329.4665005,663,0.8524888753890991
1487113329.9450934,664,0.8531774878501892
1487113330.399189,665,0.8522347211837769
1487113331.9517694,666,0.8513862490653992
1487113332.419847,667,0.8553101420402527
1487113332.8942842,668,0.8525916337966919
1487113333.4161,669,0.8470199704170227
1487113333.9286425,670,0.843567967414856
1487113334.4118836,671,0.8467111587524414
1487113335.3733487,673,0.8453673124313354
1487113335.7810314,674,0.8452056050300598
1487113336.1740758,675,0.8376080989837646
1487113336.6428566,676,0.8346165418624878
1487113337.16548,677,0.833967387676239
1487113338.131195,679,0.8355135917663574
1487113338.5913653,680,0.8425872325897217
1487113339.0379474,681,0.8427035212516785
1487113340.0289214,683,0.8441523909568787
1487113340.5319889,684,0.8456746339797974
1487113341.0472786,685,0.8470446467399597
1487113341.5511162,686,0.8467151522636414
1487113342.0459828,687,0.8432936072349548
1487113342.5556588,688,0.8417767286300659
1487113343.0496626,689,0.8419740796089172
1487113343.5574546,690,0.8499642014503479
1487113344.0910985,691,0.8540303111076355
1487113345.604746,694,0.8565724492073059
1487113346.65234,696,0.8600736856460571
1487113347.7184052,698,0.8658784627914429
1487113349.3498435,701,0.8548816442489624
1487113349.8722942,702,0.8553310036659241
1487113350.410196,703,0.8557354211807251
1487113350.889549,704,0.8451618552207947
1487113351.3743231,705,0.8465831875801086
1487113351.834076,706,0.8447373509407043
1487113352.3341076,707,0.8430761098861694
1487113352.8068235,708,0.8400185108184814
1487113353.2607667,709,0.8435166478157043
1487113353.7595398,710,0.8497899770736694
1487113354.2379775,711,0.8444984555244446
1487113354.6950722,712,0.8428611159324646
1487113355.2252598,713,0.8413875102996826
1487113356.7453659,716,0.8459495902061462
1487113357.2698843,717,0.8519796133041382
1487113358.8206682,720,0.8666712641716003
1487113359.308838,721,0.8675041198730469
1487113360.3247888,723,0.8584595918655396
1487113360.8312247,724,0.8616761565208435
1487113361.2953835,725,0.8614460229873657
1487113361.791218,726,0.8690513968467712
1487113362.2652066,727,0.8680837750434875
1487113362.787937,728,0.8672128915786743
1487113364.3237195,731,0.8615888357162476
1487113364.8280113,732,0.8582424521446228
1487113365.2991457,733,0.858355700969696
1487113367.3391483,737,0.8570187091827393
1487113367.7946527,738,0.8619418144226074
1487113369.8976462,740,0.8570791482925415
1487113370.4250193,741,0.8557462096214294
1487113370.9315355,742,0.8498590588569641
1487113371.422327,743,0.8492481708526611
1487113372.391759,745,0.8438284993171692
1487113373.3877935,747,0.8406885862350464
1487113373.8618886,748,0.8456822037696838
1487113374.285484,749,0.8579890131950378
1487113375.1929452,751,0.8776633739471436
1487113375.716336,752,0.8789595365524292
1487113376.2382715,753,0.8770011067390442
1487113376.7330143,754,0.8752384781837463
1487113377.25655,755,0.8720896244049072
1487113377.7929585,756,0.8739431500434875
1487113378.2700756,757,0.8771738409996033
1487113378.8231375,758,0.8785189390182495
1487113380.3050752,761,0.8665496706962585
1487113380.761106,762,0.8658322095870972
1487113381.688632,764,0.8677303791046143
1487113382.7662578,766,0.8630178570747375
1487113383.3096166,767,0.8673411011695862
1487113383.8511913,768,0.86810702085495
1487113384.3716452,769,0.8641088008880615
1487113385.4297807,771,0.868834376335144
1487113385.9468884,772,0.8647634387016296
1487113386.465141,773,0.8673496246337891
1487113386.987193,774,0.8681146502494812
1487113387.5064,775,0.8672406673431396
1487113388.0316577,776,0.8633291125297546
1487113388.5573812,777,0.8644962310791016
1487113389.0834186,778,0.8608590960502625
1487113390.6368444,781,0.8659412860870361
1487113391.156625,782,0.8637221455574036
1487113392.7227335,785,0.8697940707206726
1487113393.2498178,786,0.8609396815299988
1487113393.7677283,787,0.8560957312583923
1487113394.8186839,789,0.8582813143730164
1487113395.8572614,791,0.8630203604698181
1487113396.3754938,792,0.8610933423042297
1487113396.8829563,793,0.8562340140342712
1487113397.4030664,794,0.8612356185913086
1487113397.915205,795,0.8657370805740356
1487113398.396116,796,0.8729133605957031
1487113398.8639884,797,0.8731220364570618
1487113399.3635147,798,0.881122350692749
1487113400.3190286,800,0.8633965849876404
1487113400.817663,801,0.8598694205284119
1487113401.3290532,802,0.8613824844360352
1487113402.3384433,804,0.8700636029243469
1487113403.315439,806,0.8753765225410461
1487113403.8256254,807,0.876901388168335
1487113404.30429,808,0.8767112493515015
1487113404.789932,809,0.8749776482582092
1487113405.3137424,810,0.8718549013137817
1487113405.8214836,811,0.8659194111824036
1487113406.949724,813,0.8634259700775146
1487113408.4686024,814,0.8598958849906921
1487113409.0224552,815,0.8645312786102295
1487113410.023022,817,0.8662078380584717
1487113410.5164316,818,0.8733370304107666
1487113411.587879,820,0.875215470790863
1487113413.2033541,823,0.8753289580345154
1487113414.111516,825,0.8790404796600342
1487113414.6555536,826,0.8795979619026184
1487113415.1355903,827,0.8760131597518921
1487113416.5983076,830,0.8556761145591736
1487113417.1041338,831,0.8591710329055786
1487113418.0746405,833,0.8724910020828247
1487113418.5883932,834,0.8743044137954712
1487113419.5899062,836,0.875842809677124
1487113420.0772126,837,0.8788835406303406
1487113420.5888727,838,0.8816201686859131
1487113421.5536156,840,0.8775498270988464
1487113422.0679235,841,0.8741698265075684
1487113423.519239,844,0.8623635172843933
1487113423.9880905,845,0.8620646595954895
1487113424.8981872,847,0.8701474070549011
1487113425.3629007,848,0.8753201961517334
1487113425.8665986,849,0.875288188457489
1487113426.3744433,850,0.8752593398094177
1487113427.4013474,852,0.8703662753105164
1487113427.8774397,853,0.8739546537399292
1487113428.320907,854,0.8771842122077942
1487113428.8013217,855,0.8832157850265503
1487113429.7641888,857,0.8714985251426697
1487113430.800753,859,0.8663825392723083
1487113431.773475,861,0.8566136360168457
1487113432.2935266,862,0.8568897843360901
1487113432.7576318,863,0.8602632880210876
1487113433.2653027,864,0.8617369532585144
1487113433.7586074,865,0.8646257519721985
1487113435.787062,869,0.8647575378417969
1487113436.2588623,870,0.8657817840576172
1487113436.710062,871,0.8667036294937134
1487113437.1557693,872,0.8565957546234131
1487113438.6290364,875,0.8610520958900452
1487113439.1540654,876,0.8671343922615051
1487113439.6541193,877,0.8632334470748901
1487113440.1265798,878,0.8644101023674011
1487113440.638962,879,0.8670315742492676
1487113441.659139,881,0.8699518442153931
1487113442.12275,882,0.8735816478729248
1487113442.64001,883,0.8784109950065613
1487113443.1479356,884,0.8733823895454407
1487113444.1143353,886,0.87400221824646
1487113444.609624,887,0.8772270083427429
1487113446.1561985,888,0.8816918134689331
1487113446.6369283,889,0.8841476440429688
1487113447.1484804,890,0.881670355796814
1487113447.641531,891,0.8747532963752747
1487113448.150121,892,0.8747779726982117
1487113449.1202881,894,0.8735702037811279
1487113449.588579,895,0.8799631595611572
1487113450.0695593,896,0.8732168674468994
1487113451.0743926,898,0.8794931173324585
1487113451.4573743,899,0.8774812817573547
1487113452.337676,901,0.8822982907295227
1487113452.823596,902,0.881568431854248
1487113454.8353186,906,0.8897751569747925
1487113455.34538,907,0.8898601531982422
1487113456.3076477,909,0.8901617527008057
1487113456.7610843,910,0.8902080655097961
1487113457.2758365,911,0.8933747410774231
1487113457.7505624,912,0.8915372490882874
1487113458.251083,913,0.8976960182189941
1487113458.736207,914,0.8954263925552368
1487113459.19852,915,0.894946277141571
1487113460.241428,917,0.8958439826965332
1487113460.7647307,918,0.8906345963478088
1487113461.229806,919,0.8921961188316345
1487113462.7216449,922,0.8913015723228455
1487113463.1758118,923,0.8896713852882385
1487113463.616298,924,0.8928917646408081
1487113464.1130228,925,0.8973525762557983
1487113464.619607,926,0.8966798186302185
1487113465.088379,927,0.9038868546485901
1487113467.9776168,933,0.8845438957214355
1487113468.456745,934,0.878902018070221
1487113468.946077,935,0.8816367983818054
1487113469.410893,936,0.8794106245040894
1487113469.9260993,937,0.8789695501327515
1487113471.9481838,941,0.8939919471740723
1487113473.4286218,944,0.8438138961791992
1487113473.8899128,945,0.8469325304031372
1487113474.8530052,947,0.8536716103553772
1487113476.5147765,950,0.8495765328407288
1487113477.043738,951,0.8552438616752625
1487113478.1115816,953,0.8647788166999817
1487113478.631023,954,0.8658009171485901
1487113479.161287,955,0.8667208552360535
1487113479.6222427,956,0.8706737756729126
1487113480.5754266,958,0.8743082880973816
1487113481.097888,959,0.872814953327179
1487113481.6174395,960,0.8745959401130676
1487113482.1653488,961,0.8699488639831543
1487113483.7334275,962,0.8688914775848389
1487113484.2317135,963,0.8710648417472839
1487113484.714274,964,0.869895875453949
1487113485.2108042,965,0.8735312819480896
1487113485.726757,966,0.8721156716346741
1487113486.6669538,968,0.8742262125015259
1487113487.1571345,969,0.8696160912513733
1487113488.1522593,971,0.868607759475708
1487113489.1076024,973,0.8818535804748535
1487113489.513864,974,0.8858557343482971
1487113490.4761536,976,0.8636969923973083
1487113491.436169,978,0.858344554901123
1487113491.9448295,979,0.8631350994110107
1487113492.416658,980,0.8658840656280518
1487113492.9002786,981,0.8605456352233887
1487113494.3591866,984,0.8698064684867859
1487113494.862917,985,0.8672007918357849
1487113495.335503,986,0.861730694770813
1487113495.7987106,987,0.8677451014518738
1487113496.7034328,989,0.8717797994613647
1487113497.1816847,990,0.8799143433570862
1487113498.1128662,992,0.8880431056022644
1487113498.6223478,993,0.8914263248443604
1487113501.1864128,998,0.9040844440460205
1487113501.6745567,999,0.9074259996414185
1487113502.6739447,1001,0.903765082359314
1487113503.202659,1002,0.9055760502815247
1487113504.2766473,1004,0.8988291025161743
1487113504.791153,1005,0.8980087041854858
1487113505.3171217,1006,0.9050828218460083
1487113505.848487,1007,0.9098870158195496
1487113506.8984106,1009,0.9093522429466248
1487113507.4318326,1010,0.9121670126914978
1487113507.9653425,1011,0.9115753173828125
1487113508.9901717,1013,0.9152510166168213
1487113509.5080163,1014,0.9159134030342102
1487113510.0312426,1015,0.9165095686912537
1487113510.566809,1016,0.9154835939407349
1487113512.0996606,1019,0.8944031596183777
1487113513.1442635,1021,0.8883728384971619
1487113514.7009504,1024,0.8995925784111023
1487113515.7171028,1026,0.9039824604988098
1487113516.242584,1027,0.9073342084884644
1487113516.7647076,1028,0.9103507995605469
1487113517.2908492,1029,0.9115031957626343
1487113518.318517,1031,0.9026926159858704
1487113519.3293056,1033,0.8988372683525085
1487113519.8465924,1034,0.8980160355567932
1487113520.3692417,1035,0.8957144021987915
1487113521.9446318,1036,0.8920804858207703
1487113522.4310591,1037,0.8872474431991577
1487113522.970845,1038,0.890710175037384
1487113523.470739,1039,0.8938266634941101
1487113523.962911,1040,0.8872565031051636
1487113524.4672153,1041,0.8844683766365051
1487113525.9112692,1044,0.8853868246078491
1487113526.4219618,1045,0.8827856183052063
1487113526.9412847,1046,0.8898195624351501
1487113529.2355673,1051,0.8882026076316833
1487113529.7683814,1052,0.8868823647499084
1487113530.2205477,1053,0.8919441103935242
1487113530.7182038,1054,0.8918122053146362
1487113531.7114913,1056,0.8958053588867188
1487113532.234377,1057,0.8905998468399048
1487113532.7230148,1058,0.8874773383140564
1487113533.1832397,1059,0.8940421342849731
1487113533.633138,1060,0.8952628970146179
